   MB       Rsize        avg              max                  min
  10.0  8.388608E7  591.719557699774  756.10123252171  378.95601852375677
  10.0  8.388608E7  572.8060337805439  746.9299785767628  303.5311290743581
  10.0  8.388608E7  593.2776265093589  764.2056373581036  342.30960999174965
  10.0  8.388608E7  587.7346635438269  756.396407026494  343.15494123027213
  10.0  8.388608E7  589.5111453373738  753.8916261308154  374.10691076310906
  10.0  8.388608E7  582.542869514375  744.6168646902353  385.31685487767703
  10.0  8.388608E7  568.9248202001277  741.3892212967515  305.26727697510876
  10.0  8.388608E7  573.8032778259164  750.1120360437454  299.26025626729387
  10.0  8.388608E7  594.2064131690274  766.1592463867496  337.8447071925377
  10.0  8.388608E7  589.2126570081385  754.6002109028534  367.53941568110054
  10.0  8.388608E7  584.5656240778395  758.0869562774227  322.2108414465185
  10.0  8.388608E7  586.7291517958399  760.1814018780915  323.3608351082164
  10.0  8.388608E7  572.4410437192558  747.5876912451354  301.28272206178616
  10.0  8.388608E7  578.8751578315349  750.79428828061  325.90576701359623
  10.0  8.388608E7  585.2299854102547  756.1218400989433  339.9487960240328
  10.0  8.388608E7  577.4232544158281  748.1195680892185  322.17205100171805
  10.0  8.388608E7  587.7763462128947  751.3561538389343  380.0887650266992
  10.0  8.388608E7  587.7567871246757  758.2175164411653  336.44295292901
  10.0  8.388608E7  586.4025891792521  751.9764576168099  361.64258081544233
  10.0  8.388608E7  572.5545624794438  747.1089884158408  308.67573545543155
  10.0  8.388608E7  574.4099110068996  745.1059687196715  321.57342198669784
  10.0  8.388608E7  584.4731460237875  758.3889776704096  316.90608496702396
  10.0  8.388608E7  575.6702525636817  742.7933815327094  341.5031063898645
  10.0  8.388608E7  560.9598534507886  735.8253795133226  290.53698545398333
  10.0  8.388608E7  582.8355197027387  748.1708980524833  357.8674827036232
  10.0  8.388608E7  565.2808980019046  733.8325230158317  323.7869948089582
  10.0  8.388608E7  574.8456965583257  749.0200561416359  307.1917810483353
  10.0  8.388608E7  571.5449185734782  741.0801132679569  322.381243082327
  10.0  8.388608E7  582.8286239884989  756.3713809604176  325.2055113041334
  10.0  8.388608E7  584.2259371161525  754.009678596252  336.6372502172774
  10.0  8.388608E7  580.6948759418947  746.8472254783005  350.0146412999876
  10.0  8.388608E7  575.3710687399633  743.7965119832043  333.6130989663066
  10.0  8.388608E7  573.5472016438664  748.926655561245  301.1116374363886
  10.0  8.388608E7  575.2911779351026  741.1331050500052  348.5502391388426
  10.0  8.388608E7  581.0981158993025  753.5641996932223  322.4787509134328
  10.0  8.388608E7  586.3483511022655  753.471810829863  352.3711473553385
  10.0  8.388608E7  579.403075726462  755.5240705642667  302.5434348453349
  10.0  8.388608E7  594.8971635499801  765.6382776767946  343.3786273013715
  10.0  8.388608E7  573.8408770939519  745.2085864890091  316.7496022451668
